Title,Keywords
"Exploration of three dimensional, hierarchical, large scale UAV system interactions",Air navigation; Antennas; Aviation; Control towers; Emergency services; Flight control systems; Free flight; Unmanned aerial vehicles (UAV); Commercial users; Conflict avoidance; Course deviations; Different layers; Human interactions; Safety and efficiencies; Stratified systems; Vertical distributions; Air traffic control
High Accuracy Achieved in Determining Lengths and Locations of Horizontal Curves Using Light Detection and Ranging Point Cloud Data,Curves (road); Freight transportation; Urban transportation; Crash prediction; Horizontal alignment; Horizontal curves; Light detection and ranging; Location identification; Point cloud data; Two lane two ways; Utah department of transportations; Optical radar
Hardware and software improvements to a low-cost horizontal parallax holographic video monitor,Geometrical optics; Hardware; Personal computing; Current levels; Design flexibility; Hardware and software; Hardware components; Holographic videos; Low costs; Materials costs; Modularized; Holographic displays; article; documentation; software; videorecording
"A review of friction stir welding of steels: Tool, material flow, microstructure, and properties",Carbon steel; Cooling; Friction; High strength alloys; High strength steel; Joining; Microstructure; Phase transitions; Research laboratories; Stainless steel; Welds; Advanced high strength steel; Friction stir welding(FSW); High strength low alloy steels; Microstructure and properties; Microstructure control; Oxide dispersion strengthened steel; Typical properties; Welding temperatures; Friction stir welding
Solid state crack repair by friction stir processing in 304L stainless steel,Corrosion resistance; Cracks; Friction; Friction stir welding; Grain refinement; Grain size and shape; Hardness; Plate metal; Repair; Stainless steel; Steel corrosion; Tribology; 304L stainless steel; Corrosion products; Corrosion testing; Crack-healing; Friction stir processing; Hall Petch relationship; Intermittent immersions; Inverse correlation; Austenitic stainless steel
On the performance of filter based equalizers for 16apsk in aeronautical telemetry environment,Power amplifiers; Telemetering equipment; Aeronautical telemetry; BER performance; Filter-based; Multi-path mitigation; RF power amplifiers; Spectral efficiencies; Decision feedback equalizers
Physical-layer security for aeronautical telemetry,Codes (symbols); Network layers; Telemetering equipment; Aeronautical telemetry; Channel error; Error control coding; Gaussian channels; Noisy channel; Physical layer security; Reliable communication; Security constraint; Network security
Femtosats: Elegant flight telemetry payloads for model rockets,Rockets; Ground stations; Peer-mentoring; Telemetering equipment
Byu mars rover at the 2018 university rover challenge,Mars Rovers; Wireless communications system
Eliminating wiring in aircraft instrumentation through energy harvesting,Aerodynamics; Supersonic aircraft; Aerodynamic vibrations; Design improvements; Energy Harvester; Energy harvesting device; Flight testing; Power sources; Sensor installation; Test scenario; Energy harvesting
Adaptive net radiative heat transfer and thermal management with origami-structured surfaces,
Three approaches for managing stiffness in origami-inspired mechanisms,Design; Deployable mechanisms; Engineering applications; Stiffness
Origami-based design of conceal-and-reveal systems,Engineering; Industrial engineering; Continuous motions; Engineering design; Luxury products; Two-state; Design
Automating the design of thick-origami mechanisms,Data structures; Machine design; 3-d cads; 3D models; Assembly model; Design spaces; Mechanism design; Paper-like materials; Robust designs; Computer aided design
Retractable anti-buckling support systems for flexible medical devices,Engineering; Industrial engineering; Flexible device; Lateral stiffness; Medical Devices; Support systems; Design
"Social impact in product design, an exploration of current industry practices",Computer aided design; Ecodesign; Economic and social effects; Laws and legislation; Life cycle; Academic research; Current practices; Design engineers; Government regulation; Industry practices; Predictive process; Social impact; Social impact assessments; Product design
Over-design versus redesign as a response to future requirements,Computer aided design; Obsolescence; Capabilities; Design approaches; Excess; Net present value; Product development strategy; Redesign; Requirements; Research and development; Product design
Design and modeling of a prosthetic venous valve,Biocompatibility; Blood; Carbon nanotubes; Computational fluid dynamics; Design; Hydraulics; Hydrostatic pressure; Life cycle; Nanosystems; Shear deformation; Yarn; Chronic venous insufficiencies; Computational fluid dynamics analysis; Design and modeling; High shear rate; Maximum shears; Reactive property; Thrombogenicity; Ultimate strength; Artificial limbs
Patterned carbon nanotube growth on stainless steel,Design; Silicon wafers; Yarn; 316 L stainless steel; Carbon nanotube growth; Electronic application; Growth behavior; Growth process; Stainless steel surface; Carbon nanotubes
Dynamic SEU Sensitivity of Designs on Two 28-nm SRAM-Based FPGA Architectures,Computer control systems; Feedback; Integrated circuit design; Integrated circuit testing; Memory architecture; Tunnelling magnetoresistance; Benchmark testing; Design sensitivity; Device architectures; Device sensitivity; Integrated circuit reliability; Neutron radiations; Sensitivity; Tunneling magnetoresistance; Field programmable gate arrays (FPGA)
Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,
Architectures for Earth-observing CubeSat scatterometers,Architecture; Earth (planet); Meteorological instruments; Nanosatellites; Space optics; Systems engineering; Cubesat; Earth observations; Engineering design; Microwave remote sensing; Ocean winds; Scatterometers; Remote sensing
Volumetric display by movement of particles trapped in a laser via photophoresis,Laser beams; Micromanipulators; Asymmetric heating; Centimeter-scale; Laser particles; Microscopic particle; Opticaltrapping; Photophoresis; Thermal accommodation; Trapped particle; Three dimensional displays
When does a human replan? Exploring intent-based replanning in multi-objective path planning,C (programming language); Economic and social effects; Graphical user interfaces; Human computer interaction; Motion planning; Robotics; Commitment; Human-robot collaboration; Human-robot-team; Intent; Intention; Path planing; Plans; Re-planning; Reasoning; Tradeoffs; Human robot interaction
A compact low-cost direction finding system for unmanned aerial vehicles,Antenna arrays; Costs; Low power electronics; Azimuth and elevation angles; Circular arrays; Flight test; Low-power circuit; Onboard processors; Phase difference; Radio frequencies; Small unmanned aerial vehicles; Unmanned aerial vehicles (UAV)
Evaluation and optimization of dynamic cone penetration test (DPT) for assessment of liquefaction in gravelly soils,Dams; Earthquakes; Hammers; Safety engineering; Soils; Titration; Assessment of liquefactions; Chinese Standard; Dynamic cone penetration test; Energy correction; Field performance; Gravelly soils; Liquefaction resistance; Penetration testing; Soil liquefaction
Radial variation in distortion transfer and generation through a highly loaded fan stage,Aircraft propulsion; Stators; Aero-dynamic performance; Calculated phase shifts; Compressor designs; Radial migration; Radial variations; Rotor and stators; Total temperatures; URANS simulation; Turbomachine blades
