TitleID,Authors,Title,Source title,Proceeding,Volume,Paper Area,Type,Conference Type,Paper Type,Approval,Chair_or_Editor1,Chair_or_Editor2
571,"Henrie A., Codling J.R., Gneiting S., Christensen J., Awerkamp P., Burdette M.J., Smalley D.",Hardware and software improvements to a low-cost horizontal parallax holographic video monitor,Optics InfoBase Conference Papers,,,Geometrical optics; Hardware; Personal computing; Current levels; Design flexibility; Hardware and software; Hardware components; Holographic videos; Low costs; Materials costs; Modularized; Holographic displays; article; documentation; software; videorecording; Databases,Conference,Symposium,Demo Paper,No,Chair 3,Chair 4
572,"Liu F.C., Hovanski Y., Miles M.P., Sorensen C.D., Nelson T.W.","A review of friction stir welding of steels: Tool, material flow, microstructure, and properties",Proceedings of the International Telemetering Conference,34,,Carbon steel; Cooling; Friction; High strength alloys; High strength steel; Joining; Microstructure; Phase transitions; Research laboratories; Stainless steel; Welds; Advanced high strength steel; Friction stir welding(FSW); High strength low alloy steels; Microstructure and properties; Microstructure control; Oxide dispersion strengthened steel; Typical properties; Welding temperatures; Friction stir welding,Conference,Regular Conference,Demo Paper,Yes,Chair 9,Chair 10
573,"Gunter C., Miles M.P., Liu F.C., Nelson T.W.",Solid state crack repair by friction stir processing in 304L stainless steel,Optics InfoBase Conference Papers,34,,Corrosion resistance; Cracks; Friction; Friction stir welding; Grain refinement; Grain size and shape; Hardness; Plate metal; Repair; Stainless steel; Steel corrosion; Tribology; 304L stainless steel; Corrosion products; Corrosion testing; Crack-healing; Friction stir processing; Hall Petch relationship; Intermittent immersions; Inverse correlation; Austenitic stainless steel,Conference,Symposium,Short Paper,Yes,Chair 3,Chair 4
574,"Arabian F., Rice M.",On the performance of filter based equalizers for 16apsk in aeronautical telemetry environment,Proceedings of the International Telemetering Conference,,,Power amplifiers; Telemetering equipment; Aeronautical telemetry; BER performance; Filter-based; Multi-path mitigation; RF power amplifiers; Spectral efficiencies; Decision feedback equalizers,Conference,Regular Conference,Short Paper,No,Chair 9,Chair 10
575,"Harrison W.K., Nelson K., Dye S.",Physical-layer security for aeronautical telemetry,Proceedings of the ASME Design Engineering Technical Conference,,,Codes (symbols); Network layers; Telemetering equipment; Aeronautical telemetry; Channel error; Error control coding; Gaussian channels; Noisy channel; Physical layer security; Reliable communication; Security constraint; Network security,Conference,Regular Conference,Demo Paper,No,Chair 1,Chair 2
576,"Willis J., Holtom J., Walton P., Smith J., Wallin N., Long D.G.",Femtosats: Elegant flight telemetry payloads for model rockets,Proceedings of the ASME Design Engineering Technical Conference,2018-November,,Rockets; Ground stations; Peer-mentoring; Telemetering equipment,Conference,Regular Conference,Short Paper,Yes,Chair 1,Chair 2
577,"Rozsa J., Averett T., Killpack M., Rice M.",Byu mars rover at the 2018 university rover challenge,Proceedings of the International Telemetering Conference,2018-November,,Mars Rovers; Wireless communications system,Conference,Regular Conference,Full Paper,Yes,Chair 9,Chair 10
578,"Thompson R., Hull T., Rice M.",Eliminating wiring in aircraft instrumentation through energy harvesting,Proceedings of SPIE - The International Society for Optical Engineering,2018-November,,Aerodynamics; Supersonic aircraft; Aerodynamic vibrations; Design improvements; Energy Harvester; Energy harvesting device; Flight testing; Power sources; Sensor installation; Test scenario; Energy harvesting; Databases,Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
579,"Iverson B.D., Mulford R.B., Lee E.T., Jones M.R.",Adaptive net radiative heat transfer and thermal management with origami-structured surfaces,IEEE Transactions on Antennas and Propagation,,2018-August,Databases,Journal,,Demo Paper,Yes,Editor 1,Editor 2
580,"Yellowhorse A., Howell L.L.",Three approaches for managing stiffness in origami-inspired mechanisms,IEEE Transactions on Antennas and Propagation,,5B-2018,Design; Deployable mechanisms; Engineering applications; Stiffness; Machine learning,Journal,,Full Paper,Yes,Editor 1,Editor 2
581,"DeFigueiredo B.P., Tolman K.A., Crampton E., Pehrson N.A., Magleby S.P., Howell L.L.",Origami-based design of conceal-and-reveal systems,International Journal of Heat and Mass Transfer,,5B-2018,Engineering; Industrial engineering; Continuous motions; Engineering design; Luxury products; Two-state; Design; Databases,Journal,,Short Paper,Yes,Editor 5,Editor 6
582,"Crampton E.B., Sellers A.D., Salmon J.L., Magleby S.P.",Automating the design of thick-origami mechanisms,Proceedings of SPIE - The International Society for Optical Engineering,2B-2018,,Data structures; Machine design; 3-d cads; 3D models; Assembly model; Design spaces; Mechanism design; Paper-like materials; Robust designs; Computer aided design; Databases,Conference,Expert Group,Poster,Yes,Chair 5,Chair 6
583,"Sargent B.S., Magleby S.P., Jensen B.D., Howell L.L.",Retractable anti-buckling support systems for flexible medical devices,"ASEE Annual Conference and Exposition, Conference Proceedings",5A-2018,,Engineering; Industrial engineering; Flexible device; Lateral stiffness; Medical Devices; Support systems; Design; Natural language processing,Conference,Workshop,Full Paper,Yes,Chair 7,Chair 8
584,"Pack A.T., Phipps E.R., Mattson C.A., Dahlin E.C.","Social impact in product design, an exploration of current industry practices_2",Geotechnical Special Publication,,2A-2018,Computer aided design; Ecodesign; Economic and social effects; Laws and legislation; Life cycle; Academic research; Current practices; Design engineers; Government regulation; Industry practices; Predictive process; Social impact; Social impact assessments; Product design; Databases,Journal,,Short Paper,Yes,Editor 7,Editor 8
585,"Allen J.D., Mattson C.A., Stevenson P.D., Hatch N.W.",Over-design versus redesign as a response to future requirements,Proceedings of SPIE - The International Society for Optical Engineering,2A-2018,,Computer aided design; Obsolescence; Capabilities; Design approaches; Excess; Net present value; Product development strategy; Redesign; Requirements; Research and development; Product design,Conference,Expert Group,Demo Paper,Yes,Chair 5,Chair 6
586,"Packer R., Jensen B.D., Bowden A.E.",Design and modeling of a prosthetic venous valve,Proceedings of SPIE - The International Society for Optical Engineering,4,,Biocompatibility; Blood; Carbon nanotubes; Computational fluid dynamics; Design; Hydraulics; Hydrostatic pressure; Life cycle; Nanosystems; Shear deformation; Yarn; Chronic venous insufficiencies; Computational fluid dynamics analysis; Design and modeling; High shear rate; Maximum shears; Reactive property; Thrombogenicity; Ultimate strength; Artificial limbs; Machine learning,Conference,Expert Group,Poster,Yes,Chair 5,Chair 6
587,"Prawitt D.G., Porter D., Jensen B.D.",Patterned carbon nanotube growth on stainless steel,Geotechnical Special Publication,,4,Design; Silicon wafers; Yarn; 316 L stainless steel; Carbon nanotube growth; Electronic application; Growth behavior; Growth process; Stainless steel surface; Carbon nanotubes; Databases,Journal,,Full Paper,Yes,Editor 7,Editor 8
588,"Keller A.M., Whiting T.A., Sawyer K.B., Wirthlin M.J.",Dynamic SEU Sensitivity of Designs on Two 28-nm SRAM-Based FPGA Architectures,Proceedings of the ASME Design Engineering Technical Conference,65,,Computer control systems; Feedback; Integrated circuit design; Integrated circuit testing; Memory architecture; Tunnelling magnetoresistance; Benchmark testing; Design sensitivity; Device architectures; Device sensitivity; Integrated circuit reliability; Neutron radiations; Sensitivity; Tunneling magnetoresistance; Field programmable gate arrays (FPGA),Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
589,"Mulford R.B., Collins N.S., Farnsworth M.S., Jones M.R., Iverson B.D.",Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,Geotechnical Special Publication,,32,Natural language processing,Journal,,Demo Paper,Yes,Editor 7,Editor 8
590,"Walton M.P., Long D.G.",Architectures for Earth-observing CubeSat scatterometers,IEEE Transactions on Nuclear Science,,10769,Architecture; Earth (planet); Meteorological instruments; Nanosatellites; Space optics; Systems engineering; Cubesat; Earth observations; Engineering design; Microwave remote sensing; Ocean winds; Scatterometers; Remote sensing,Journal,,Full Paper,Yes,Editor 3,Editor 4
591,"Peatross J., Smalley D., Rogers W., Nygaard E., Laughlin E., Qaderi K., Howe L.",Volumetric display by movement of particles trapped in a laser via photophoresis,Optics InfoBase Conference Papers,10723,,Laser beams; Micromanipulators; Asymmetric heating; Centimeter-scale; Laser particles; Microscopic particle; Opticaltrapping; Photophoresis; Thermal accommodation; Trapped particle; Three dimensional displays,Conference,Symposium,Poster,Yes,Chair 3,Chair 4
592,"Shaikh M.T., Goodrich M.A.",When does a human replan? Exploring intent-based replanning in multi-objective path planning,Optics InfoBase Conference Papers,10640,,C (programming language); Economic and social effects; Graphical user interfaces; Human computer interaction; Motion planning; Robotics; Commitment; Human-robot collaboration; Human-robot-team; Intent; Intention; Path planing; Plans; Re-planning; Reasoning; Tradeoffs; Human robot interaction; Databases,Conference,Symposium,Poster,Yes,Chair 3,Chair 4
593,"Mahmood A., Mehmood R., Jensen M.A.",A compact low-cost direction finding system for unmanned aerial vehicles,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,,Antenna arrays; Costs; Low power electronics; Azimuth and elevation angles; Circular arrays; Flight test; Low-power circuit; Onboard processors; Phase difference; Radio frequencies; Small unmanned aerial vehicles; Unmanned aerial vehicles (UAV),Conference,Workshop,Demo Paper,Yes,Chair 7,Chair 8
594,"Rollins K.M., Youd T.L., Talbot M.",Evaluation and optimization of dynamic cone penetration test (DPT) for assessment of liquefaction in gravelly soils,Proceedings of the ASME Design Engineering Technical Conference,199,,Dams; Earthquakes; Hammers; Safety engineering; Soils; Titration; Assessment of liquefactions; Chinese Standard; Dynamic cone penetration test; Energy correction; Field performance; Gravelly soils; Liquefaction resistance; Penetration testing; Soil liquefaction; Databases,Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
595,"Soderquist D.R., Gorrell S.E., List M.G.",Radial variation in distortion transfer and generation through a highly loaded fan stage,IEEE Transactions on Nuclear Science,,2A-2018,Aircraft propulsion; Stators; Aero-dynamic performance; Calculated phase shifts; Compressor designs; Radial migration; Radial variations; Rotor and stators; Total temperatures; URANS simulation; Turbomachine blades; Machine learning,Journal,,Full Paper,Yes,Editor 3,Editor 4
596,"Rajnarayan D., Ning A., Mehr J.",Universal airfoil parametrization using B-splines,IEEE Transactions on Antennas and Propagation,,,Aerodynamics; Equivalence classes; Interpolation; Ship propellers; Airfoil design; Airfoil section; Airfoil surfaces; Direct control; Parametric curve; Parametrizations; Shape transformation; Thickness distributions; Airfoils,Journal,,Full Paper,No,Editor 1,Editor 2
597,"Soderquist D.R., Gorrell S.E., Custer C.H.",Analysis of distortion transfer and generation through a compressor using the harmonic balance approach,Optics InfoBase Conference Papers,185,,Aviation; Compressors; Flow of fluids; NASA; Axial compressors; Computational costs; Fourier techniques; Harmonic balance approach; Harmonic balance simulations; Inlet distortion; Inlet flow distortions; Inlet guide vane; Harmonic analysis,Conference,Symposium,Short Paper,Yes,Chair 3,Chair 4
