Author_Name,Affiliation
Williams D.F.,"Communications Technology Laboratory, National Institute of Standards and Technology, Boulder, CO  80305, United States"
Williams J.L.,"Brigham Young University, United States"
Williams T.,"Mechanical Engineering, Brigham Young University, Provo, UT, United States"
Willis J.,"BYU MAGICC Lab., United States"
Willits B.L.,"Raytheon Space and Airborne Systems, El Segundo, CA, United States"
Willmore D.,"Department of Physiology and Developmental Biology, Brigham Young University, Provo, UT  84602, United States"
Willoughby D.,"Brigham Young University, United States"
Wilson A.E.,"NSF Center for Space, High-performance, and Resilient Computing (SHREC), Brigham Young University, Provo, UT, United States"
Wilson A.T.,"Brigham Young University, Provo, UT  84602, United States"
Wilson B.,"Brigham Young University, Provo, UT  84602, United States"
Wilson J.C.,"Department of Chemical Engineering, 350 Clyde Building, Brigham Young University, Provo, UT  84602, United States"
Wilson J.P.,"Brigham Young University, Provo, UT  84602, United States"
Wilson M.E.,"Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Wilson P.S.,"Walker Department of Mechanical Engineering and Applied Research Laboratories, University of Texas at Austin, Austin, TX  78713, United States"
Wilton S.J.E.,"University of British Columbia, United States"
Wingate B.A.,"Department of Mathematics, University of Exeter, Exeter, EX4 4QF, United Kingdom"
Wingate D.,"Department of Computer Science, Brigham Young University, United States"
Wingate D.W.,"Computer Science Department, Brigham Young University, Provo, UT  84602, United States"
Wirthlin M.,"Department of Electrical and Computer Engineering, Brigham Young University (BYU), Provo, UT, United States"
Wirthlin M.J.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States, NSF Center for Space, High-Performance, and Resilient Computing (SHREC), United States"
Wisco J.,"Department of Physiology and Developmental Biology, Brigham Young University, Provo, UT, United States"
Witherow K.,"Ocean Flow International, 2100 West Loop South Suite 500, Houston, TX  77027, United States"
Witzeman J.S.,"Northern Arizona University, United States"
Wnorowska U.,"Department of Medical Microbiology and Nanobiomedical Engineering, Medical University of Białystok, Mickiewicza 2c, Białystok, 15-222, Poland"
Wolfe D.,"Applied Geotechnical Engineering Consultants, 600 West Sandy Parkway, Sandy, UT  84070, United States"
Wong R.,"Cisco System Inc., San Jose, CA  95134, United States"
Wood A.E.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Wood C.,"University of Arkansas, United States"
Wood C.M.,"University of Arkansas, Fayetteville, AR, United States"
Wood Chiang S.-H.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84042, United States"
Wood D.,"Nanocomposite Sensor Research Laboratory in Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Wood R.L.,"Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States"
Woodbury N.,"Information and Decision Algorithms Laboratories, Brigham Young University, Provo, UT  84602, United States"
Woodfield B.F.,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States"
Woods D.D.,"Department of Integrated Systems Engineering, Ohio State University, United States"
Woolley A.T.,"Chemistry and Biochemistry Department, Brigham Young University, Provo, UT  84602, United States"
Woolsey C.A.,"Aerospace and Ocean Engineering, Virginia Tech, Blacksburg, VA  24061, United States"
Wray K.W.,"Boeing Satellite Systems, El Segundo, CA, United States"
Wright G.,"Brigham Young University, Ira A. Fulton College of Engineering and Technology, United States"
Wright G.A.,"Brigham Young University, United States"
Wright J.G.,"Brigham Young University, Electrical and Computer Engineering, 450 Engineering Building, Provo, UT  84602, United States"
Wright L.,"Brigham Young University, United States"
Wright L.B.,"Brigham Young University, United States"
Wright S.I.,"EDAX, United States"
Wu F.,"School of Environment and Guangdong Key Laboratory of Environmental Pollution and Health, Jinan University, Guangzhou, 510632, China, Department of Civil and Environmental Engineering, University of Wisconsin-Madison, Madison, WI  53706, United States"
Wu J.,"Computer Science Department, Brigham Young University, 3361 TMCB PO Box 26576, Provo, UT  84602-6576, United States"
Wu J.-T.,"Department of Electronics Engineering, National Chiao Tung University, Hsinchu, 30010, Taiwan"
Wu R.,"Department of Chemical Engineering, Brigham Young University, Provo, UT  84604, United States"
Wyatt Clegg B.,"Dept. of Statistics, Brigham Young Univ., Provo, UT  84602, United States"
Wynn J.S.,"Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84604, United States"
Xi L.,"Department of Nuclear Engineering, North Carolina State UniversityNC, United States"
Xia T.,"Department of Basic Medical Sciences, School of Medicine, Tsinghua University, Beijing, 100084, China"
Xiao M.,"NICE America Research Inc., Mountain View, CA  94043, United States"
Xiao Q.,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States"
Xing C.,"Department of Mechanical & Aerospace Engineering, Utah State University, Logan, UT  84322, United States"
Xu B.,"Department of Chemical, University of Wyoming, Laramie, WY  82071, United States"
Xu Y.,"College of Life Science and Technology, Huazhong University of Science and Technology, Wuhan, Hubei  430074, China"
Xuan J.,"Chemistry and Biochemistry Department, Brigham Young University, Provo, UT  84602, United States"
Xue M.,"Washington State University, Pullman, WA, United States"
Yamashita G.,"Graduate School of Engineering Science, Osaka University, 1-3 Machikaneyama-cho, Toyonaka, Osaka, 560-8531, Japan"
Yan D.,"University of Wisconsin-Green Bay, Green Bay, WI, United States"
Yan K.,"College of Information Engineering, China Jiliang University, Hangzhou, 310018, China"
Yan X.,"Department of Biomedical Engineering, School of Medicine, Tsinghua University, Beijing, 100084, China"
Yang X.,"School of Information Engineering, Henan University of Science and Technology, Luoyang City, Henan Province, 471000, China"
Yang Y.,"State Key Laboratory of Magnetic Resonance and Atomic Molecular Physics, National Center for Magnetic Resonance in Wuhan, Wuhan Institute of Physics and Mathematics, Chinese Academy of Sciences, Wuhan, Hubei  430071, China"
Yang Z.,"College of Engineering, South China Agricultural University, Guangzhou, China"
Yayoglu Y.E.,"University of South Florida, Tampa, FL, United States"
Yekan T.,"Department of Electrical and Computer Engineering, Utah State University, Logan, UT  84322, United States"
Yellowhorse A.,"Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Yellowhorse A.D.,"Dept. of Precision and Microsystems Engineering, Delft University of Technology, Delft, 2628 CD, Netherlands"
Yeung E.,"Department of Control and Dynamical Systems, California Institute of Technology, Pasadena, CA  91125, United States"
Ynchausti C.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Yong A.,"Materials Division, National Physical Laboratory, United Kingdom"
York G.E.,"Alaska Radiology Ass., Anchorage, AK, United States"
You Z.,"Department of Biomedical Engineering, School of Medicine, Tsinghua University, Beijing, 100084, China"
Youd T.L.,"Department of Civil and Environmental Engineering, Brigham Young University, 368 Clyde Bldg., Provo, UT  84604, United States"
Youn C.C.,"Dept. of Electrical and Computer Engineering, Tufts University, Medford, MA, United States"
Young A.,"Department of Mining Engineering, University of Utah, Salt Lake City, UT, United States"
Yu H.,"Department of Biomedical Engineering, School of Medicine, Tsinghua University, Beijing, 100084, China"
Yu L.,"Corporate Research and Engineering, Kimberly-Clark Corporation, Neenah, WI  54956, United States"
Yu M.,"School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, 510006, China"
Yuan J.,"Civil, Environmental and Construction Engineering, University of Central Florida, Orlando, FL  32816, United States"
Yuan Y.,"Control Group, Department of Engineering, University of Cambridge, Cambridge, CB2 1PZ, United Kingdom, Department of Electrical Engineering and Computer Sciences, University of California Berkeley, Berkeley, CA  94720-5800, United States"
Yuksel M.C.,"Dept of Comp Eng, Çukurova University, Adana, Turkey"
Zabriskie P.,"NSF Center for High-Performance Reconfigurable Computing (CHREC), Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Zacheu G.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Zadegan R.M.,"Micron School of Materials Science & Engineering, Boise State University, Boise, ID  83725, United States"
Zamora M.A.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Zappala D.,"Computer Science Department, Brigham Young University, 3361 TMCB PO Box 26576, Provo, UT  84602-6576, United States"
Zaremba S.,"Chair of Carbon Composites, Technische Universität München, Germany"
Zeng M.,"State Key Laboratory for Manufacturing Systems Engineering, Xi'an Jiaotong University, Xi'an, 710049, China"
Zentner L.,"Department of Mechanism Technology, Technische Universität Ilmenau, Ilmenau, Thüringen, Germany"
Zephirin T.,"Purdue University, School of Engineering Education at Purdue, West Lafayette, United States"
Zhang D.,"School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, 510006, China, SYSU-CMU Shunde International Joint Research Institute, Shunde, Foshan, 528399, China"
Zhang F.,"Department of Chemical, University of Wyoming, Laramie, WY  82071, United States"
Zhang J.,"School of Mechanical and Materials Engineering, Washington State University, Pullman, WA  99163, United States"
Zhang M.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Zhang W.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, United States"
Zhang X.,"School of Mechanical and Automotive Engineering, South China University of Technology, Guangzhou, China"
Zhang Y.,"Western Research Institute, 3474 North 3rd Street, Laramie, WY  82072, United States"
Zhao D.,"Key Laboratory for Precision & Non-traditional Machining Technology of Ministry of Education, Dalian University of Technology, Dalian, 116024, China"
Zhao E.L.,"Department of Chemical Engineering, Brigham Young University, Provo, UT, United States"
Zhao R.,"Imperial College London, United Kingdom"
Zhao W.,"School of Information Engineering, Henan University of Science and Technology, Luoyang City, Henan Province, 471000, China"
Zheng S.,"Peter B. Gustavson School of Business, University of Victoria, Victoria, BC, Canada"
Zhirnov V.V.,"Semiconductor Research Corp, 4819 Emperor Blvd., Durham, NC  27703, United States"
Zhou G.,"Department of Materials Science and Engineering, Ohio State University, 2041 College Rd., Columbus, OH  43210, United States"
Zhou Z.,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States"
Zhu B.,"School of Mechanical and Automotive Engineering, South China University of Technology, Guangzhou, China"
Zhu Y.,"National Institute of Clean-and-Low-Carbon Energy, Beijing, 102211, China"
Zhuang H.,"School for Engineering of Matter, Transport and Energy, Arizona State University, Tempe, AZ  85287, United States"
